0,1,2,3
5.76039373978432e-08,0.9999998718176774,2.2346424627395223e-08,2.315582811607264e-08
7.651206090919516e-08,0.99999977875924,3.5631484651688083e-08,8.303979928681038e-08
-0.023975120983069365,0.34287175792249136,-0.024678215299671902,0.6933853291031898
0.008986169326898774,0.00767219321495613,0.005720224305734933,0.9496109670545316
0.07338138498187574,0.05555055039665449,0.2658743214248308,0.5704320257436919
5.456399448933169e-08,3.343112955911387e-08,0.9999998435304305,4.37869041025607e-08
5.6735400821850135e-08,0.9999999400342053,1.0800253746889865e-09,3.0294575098510634e-08
0.0865189605189941,0.37520263345880733,0.06699677210212938,0.42303091473154963
4.181715712592293e-08,8.628327743953612e-08,-3.493515066121944e-08,0.9999999113149007
5.7940472364403917e-08,-4.001492415195429e-08,4.227311961590985e-08,0.999999919503975
0.08651899357846843,0.17700370959176204,0.26519559213063865,0.4230309288015891
4.242823686828601e-08,5.581003992283229e-10,0.9999999680526113,9.299500031145769e-09
5.620696397201641e-08,0.9999996955030198,6.626189641423252e-08,6.218712914063396e-08
-0.20351743479507478,0.31435456272305673,0.11787580663253158,0.3685725839182456
0.010304213930022788,0.008837896908834048,0.006538252900268798,0.7877157255413212
0.007369795740482132,0.0956428866885757,-0.05313131051696321,0.7649047658596406
-0.21005029623027494,0.3094088486391371,0.18323279013959373,0.317788830422788
4.1786638871332826e-08,7.732760867740218e-08,0.9999997274096355,6.840859975709712e-08
0.36015171167645,0.6398479889279033,8.264254952594641e-08,7.198636278737958e-08
0.11777172291048468,0.23484823109259495,0.0877823461235319,0.17855628365844314
0.3683214607727229,0.039362552452176486,0.004341275847052323,0.40026718932027683
0.36832146433310825,0.09632595572320633,-0.05262207861535384,0.4002671226720051
0.11777172915667378,0.23484815373965917,0.08778253764791442,0.17855613900275927
0.36015170319883166,9.980986909186029e-08,0.6398479995580364,9.076818063835645e-08
0.9999998032205234,7.163164858492443e-08,3.9588718192540284e-08,5.775878922364974e-08
0.9999996279689555,7.426733766857652e-08,7.237504628943014e-08,-9.411746937360022e-09
0.9999998338183543,3.309406404472526e-08,5.6114793728356815e-08,4.209632528673346e-08
0.9999998330942607,5.7133812569887255e-08,4.755108889975546e-09,7.846895813679033e-08
0.9999996262560032,1.2415940744969767e-07,-3.8905975580094676e-08,7.210758529163641e-08
0.9999998027113796,5.333020139386413e-08,5.502980784943823e-08,6.050045234240464e-08
0.9999998455537449,4.27898559918205e-08,3.264240389100337e-08,5.165401659179558e-08
0.9999999376773704,2.5541841863763182e-08,1.3765585948899428e-08,4.5898991635207054e-08
0.9999998690175059,4.2616876527734604e-08,2.300854193282298e-08,4.446152196413422e-08
0.9999998692456168,3.763513770072002e-08,3.339808524183141e-08,3.725371849894188e-08
0.9999999381505446,1.53162971472387e-08,3.6047734547350885e-08,2.9715194221902053e-08
0.9999998453788382,4.715536647270646e-08,2.836406057249441e-08,5.0962011194366497e-08
